Lambda/m,Lambda/nm,E/eV,Solar per nm/W*m^-2*nm^-1,Solar per E/W*m^-2*eV^-1
1.27E-06,1267.0,0.979,3.8822E-01,5.0279E+02
1.27E-06,1266.0,0.979,3.8527E-01,4.9818E+02
1.27E-06,1265.0,0.980,3.9570E-01,5.1086E+02
1.26E-06,1264.0,0.981,3.7148E-01,4.7883E+02
1.26E-06,1263.0,0.982,4.0019E-01,5.1502E+02
1.26E-06,1262.0,0.983,3.9567E-01,5.0840E+02
1.26E-06,1261.0,0.983,4.1146E-01,5.2785E+02
1.26E-06,1260.0,0.984,4.3110E-01,5.5217E+02
1.26E-06,1259.0,0.985,4.2725E-01,5.4637E+02
1.26E-06,1258.0,0.986,4.4496E-01,5.6811E+02
1.26E-06,1257.0,0.986,4.3532E-01,5.5492E+02
1.26E-06,1256.0,0.987,4.4023E-01,5.6029E+02
1.26E-06,1255.0,0.988,4.5070E-01,5.7270E+02
1.25E-06,1254.0,0.989,4.4363E-01,5.6282E+02
1.25E-06,1253.0,0.990,4.4773E-01,5.6712E+02
1.25E-06,1252.0,0.990,4.5097E-01,5.7031E+02
1.25E-06,1251.0,0.991,4.5258E-01,5.7143E+02
1.25E-06,1250.0,0.992,4.5705E-01,5.7615E+02
1.25E-06,1249.0,0.993,4.5966E-01,5.7852E+02
1.25E-06,1248.0,0.994,4.5860E-01,5.7626E+02
1.25E-06,1247.0,0.994,4.5746E-01,5.7390E+02
1.25E-06,1246.0,0.995,4.5945E-01,5.7548E+02
1.25E-06,1245.0,0.996,4.5655E-01,5.7093E+02
1.24E-06,1244.0,0.997,4.5528E-01,5.6842E+02
1.24E-06,1243.0,0.998,4.5754E-01,5.7033E+02
1.24E-06,1242.0,0.998,4.6247E-01,5.7555E+02
1.24E-06,1241.0,0.999,4.6197E-01,5.7400E+02
1.24E-06,1240.0,1.000,4.6077E-01,5.7159E+02
1.24E-06,1239.0,1.001,4.6272E-01,5.7308E+02
1.24E-06,1238.0,1.002,4.6797E-01,5.7865E+02
1.24E-06,1237.0,1.002,4.6339E-01,5.7206E+02
1.24E-06,1236.0,1.003,4.6908E-01,5.7815E+02
1.24E-06,1235.0,1.004,4.6504E-01,5.7224E+02
1.23E-06,1234.0,1.005,4.7016E-01,5.7760E+02
1.23E-06,1233.0,1.006,4.5397E-01,5.5681E+02
1.23E-06,1232.0,1.006,4.6633E-01,5.7104E+02
1.23E-06,1231.0,1.007,4.7203E-01,5.7708E+02
1.23E-06,1230.0,1.008,4.6003E-01,5.6150E+02
1.23E-06,1229.0,1.009,4.6721E-01,5.6934E+02
1.23E-06,1228.0,1.010,4.6658E-01,5.6764E+02
1.23E-06,1227.0,1.011,4.3304E-01,5.2598E+02
1.23E-06,1226.0,1.011,4.6819E-01,5.6775E+02
1.23E-06,1225.0,1.012,4.6236E-01,5.5977E+02
1.22E-06,1224.0,1.013,4.4808E-01,5.4159E+02
1.22E-06,1223.0,1.014,4.4406E-01,5.3586E+02
1.22E-06,1222.0,1.015,4.5139E-01,5.4381E+02
1.22E-06,1221.0,1.016,4.6531E-01,5.5966E+02
1.22E-06,1220.0,1.016,4.5805E-01,5.5003E+02
1.22E-06,1219.0,1.017,4.4663E-01,5.3544E+02
1.22E-06,1218.0,1.018,4.5934E-01,5.4977E+02
1.22E-06,1217.0,1.019,4.5528E-01,5.4402E+02
1.22E-06,1216.0,1.020,4.6640E-01,5.5639E+02
1.22E-06,1215.0,1.021,4.2780E-01,5.0950E+02
1.21E-06,1214.0,1.021,4.3407E-01,5.1612E+02
1.21E-06,1213.0,1.022,4.6956E-01,5.5740E+02
1.21E-06,1212.0,1.023,4.2489E-01,5.0354E+02
1.21E-06,1211.0,1.024,4.2232E-01,4.9967E+02
1.21E-06,1210.0,1.025,4.5336E-01,5.3551E+02
1.21E-06,1209.0,1.026,4.1428E-01,4.8854E+02
1.21E-06,1208.0,1.026,4.3346E-01,5.1031E+02
1.21E-06,1207.0,1.027,4.2986E-01,5.0524E+02
1.21E-06,1206.0,1.028,4.8086E-01,5.6424E+02
1.21E-06,1205.0,1.029,4.3692E-01,5.1183E+02
1.20E-06,1204.0,1.030,3.6247E-01,4.2391E+02
1.20E-06,1203.0,1.031,4.3409E-01,5.0683E+02
1.20E-06,1202.0,1.032,4.3717E-01,5.0958E+02
1.20E-06,1201.0,1.032,4.3708E-01,5.0863E+02
1.20E-06,1200.0,1.033,4.4825E-01,5.2076E+02
1.20E-06,1199.0,1.034,3.6489E-01,4.2321E+02
1.20E-06,1198.0,1.035,4.3392E-01,5.0243E+02
1.20E-06,1197.0,1.036,4.7715E-01,5.5156E+02
1.20E-06,1196.0,1.037,4.3131E-01,4.9774E+02
1.20E-06,1195.0,1.038,4.4696E-01,5.1494E+02
1.19E-06,1194.0,1.039,4.6890E-01,5.3931E+02
1.19E-06,1193.0,1.039,4.5434E-01,5.2169E+02
1.19E-06,1192.0,1.040,4.7336E-01,5.4262E+02
1.19E-06,1191.0,1.041,4.4660E-01,5.1109E+02
1.19E-06,1190.0,1.042,4.6239E-01,5.2827E+02
1.19E-06,1189.0,1.043,4.1569E-01,4.7412E+02
1.19E-06,1188.0,1.044,3.3504E-01,3.8149E+02
1.19E-06,1187.0,1.045,4.5575E-01,5.1806E+02
1.19E-06,1186.0,1.046,4.7715E-01,5.4147E+02
1.19E-06,1185.0,1.046,4.0741E-01,4.6155E+02
1.18E-06,1184.0,1.047,4.1985E-01,4.7484E+02
1.18E-06,1183.0,1.048,4.3870E-01,4.9533E+02
1.18E-06,1182.0,1.049,3.2318E-01,3.6428E+02
1.18E-06,1181.0,1.050,4.5514E-01,5.1215E+02
1.18E-06,1180.0,1.051,4.4069E-01,4.9505E+02
1.18E-06,1179.0,1.052,4.8371E-01,5.4246E+02
1.18E-06,1178.0,1.053,3.6000E-01,4.0304E+02
1.18E-06,1177.0,1.054,4.7235E-01,5.2792E+02
1.18E-06,1176.0,1.054,4.7679E-01,5.3198E+02
1.18E-06,1175.0,1.055,4.5240E-01,5.0391E+02
1.17E-06,1174.0,1.056,3.3692E-01,3.7464E+02
1.17E-06,1173.0,1.057,4.5642E-01,5.0666E+02
1.17E-06,1172.0,1.058,4.5483E-01,5.0403E+02
1.17E-06,1171.0,1.059,4.4831E-01,4.9596E+02
1.17E-06,1170.0,1.060,4.5873E-01,5.0662E+02
1.17E-06,1169.0,1.061,4.2310E-01,4.6647E+02
1.17E-06,1168.0,1.062,4.1954E-01,4.6176E+02
1.17E-06,1167.0,1.063,4.0996E-01,4.5044E+02
1.17E-06,1166.0,1.063,3.7494E-01,4.1126E+02
1.17E-06,1165.0,1.064,3.8860E-01,4.2551E+02
1.16E-06,1164.0,1.065,4.0188E-01,4.3929E+02
1.16E-06,1163.0,1.066,4.6857E-01,5.1131E+02
1.16E-06,1162.0,1.067,3.5002E-01,3.8129E+02
1.16E-06,1161.0,1.068,3.4753E-01,3.7793E+02
1.16E-06,1160.0,1.069,2.8648E-01,3.1100E+02
1.16E-06,1159.0,1.070,3.3693E-01,3.6514E+02
1.16E-06,1158.0,1.071,3.1171E-01,3.3723E+02
1.16E-06,1157.0,1.072,3.1458E-01,3.3974E+02
1.16E-06,1156.0,1.073,2.8090E-01,3.0285E+02
1.16E-06,1155.0,1.074,3.1316E-01,3.3704E+02
1.15E-06,1154.0,1.075,1.4248E-01,1.5308E+02
1.15E-06,1153.0,1.075,2.3812E-01,2.5539E+02
1.15E-06,1152.0,1.076,2.4762E-01,2.6512E+02
1.15E-06,1151.0,1.077,2.0340E-01,2.1740E+02
1.15E-06,1150.0,1.078,1.2164E-01,1.2979E+02
1.15E-06,1149.0,1.079,2.1854E-01,2.3277E+02
1.15E-06,1148.0,1.080,2.7113E-01,2.8828E+02
1.15E-06,1147.0,1.081,5.9176E-02,6.2810E+01
1.15E-06,1146.0,1.082,1.5764E-01,1.6703E+02
1.15E-06,1145.0,1.083,1.4604E-01,1.5447E+02
1.14E-06,1144.0,1.084,1.1326E-01,1.1959E+02
1.14E-06,1143.0,1.085,3.1183E-01,3.2867E+02
1.14E-06,1142.0,1.086,2.2479E-01,2.3652E+02
1.14E-06,1141.0,1.087,1.9337E-01,2.0310E+02
1.14E-06,1140.0,1.088,2.5599E-01,2.6840E+02
1.14E-06,1139.0,1.089,2.9850E-01,3.1242E+02
1.14E-06,1138.0,1.090,2.0329E-01,2.1240E+02
1.14E-06,1137.0,1.091,2.8785E-01,3.0022E+02
1.14E-06,1136.0,1.092,1.2876E-01,1.3406E+02
1.14E-06,1135.0,1.093,1.5462E-02,1.6070E+01
1.13E-06,1134.0,1.093,4.1740E-02,4.3304E+01
1.13E-06,1133.0,1.094,1.5331E-01,1.5878E+02
1.13E-06,1132.0,1.095,2.3411E-01,2.4203E+02
1.13E-06,1131.0,1.096,2.9560E-01,3.0506E+02
1.13E-06,1130.0,1.097,7.0574E-02,7.2703E+01
1.13E-06,1129.0,1.098,1.0591E-01,1.0891E+02
1.13E-06,1128.0,1.099,9.9224E-02,1.0186E+02
1.13E-06,1127.0,1.100,1.5725E-01,1.6114E+02
1.13E-06,1126.0,1.101,5.1589E-02,5.2770E+01
1.13E-06,1125.0,1.102,1.4428E-01,1.4732E+02
1.12E-06,1124.0,1.103,1.0870E-01,1.1079E+02
1.12E-06,1123.0,1.104,1.2817E-01,1.3041E+02
1.12E-06,1122.0,1.105,8.1686E-02,8.2963E+01
1.12E-06,1121.0,1.106,1.8586E-01,1.8843E+02
1.12E-06,1120.0,1.107,1.4189E-01,1.4360E+02
1.12E-06,1119.0,1.108,1.1317E-01,1.1433E+02
1.12E-06,1118.0,1.109,2.1753E-01,2.1936E+02
1.12E-06,1117.0,1.110,7.9618E-02,8.0144E+01
1.12E-06,1116.0,1.111,2.0136E-01,2.0233E+02
1.12E-06,1115.0,1.112,2.4987E-01,2.5062E+02
1.11E-06,1114.0,1.113,2.9985E-01,3.0021E+02
1.11E-06,1113.0,1.114,2.6850E-01,2.6834E+02
1.11E-06,1112.0,1.115,4.1357E-01,4.1258E+02
1.11E-06,1111.0,1.116,3.3154E-01,3.3015E+02
1.11E-06,1110.0,1.117,4.7899E-01,4.7613E+02
1.11E-06,1109.0,1.118,4.1278E-01,4.0958E+02
1.11E-06,1108.0,1.119,4.1565E-01,4.1168E+02
1.11E-06,1107.0,1.120,4.8304E-01,4.7756E+02
1.11E-06,1106.0,1.121,3.9792E-01,3.9270E+02
1.11E-06,1105.0,1.122,5.0644E-01,4.9889E+02
1.10E-06,1104.0,1.123,4.6765E-01,4.5985E+02
1.10E-06,1103.0,1.124,4.6637E-01,4.5776E+02
1.10E-06,1102.0,1.125,4.6883E-01,4.5934E+02
1.10E-06,1101.0,1.126,4.9696E-01,4.8601E+02
1.10E-06,1100.0,1.127,4.8577E-01,4.7421E+02
1.10E-06,1099.0,1.128,5.0772E-01,4.9474E+02
1.10E-06,1098.0,1.129,5.0291E-01,4.8916E+02
1.10E-06,1097.0,1.130,5.7852E-01,5.6167E+02
1.10E-06,1096.0,1.131,5.0323E-01,4.8769E+02
1.10E-06,1095.0,1.132,5.2067E-01,5.0367E+02
1.09E-06,1094.0,1.133,5.3965E-01,5.2107E+02
1.09E-06,1093.0,1.134,5.1058E-01,4.9210E+02
1.09E-06,1092.0,1.136,5.8124E-01,5.5918E+02
1.09E-06,1091.0,1.137,5.8835E-01,5.6499E+02
1.09E-06,1090.0,1.138,5.5573E-01,5.3268E+02
1.09E-06,1089.0,1.139,5.7919E-01,5.5415E+02
1.09E-06,1088.0,1.140,5.9317E-01,5.6649E+02
1.09E-06,1087.0,1.141,5.6697E-01,5.4047E+02
1.09E-06,1086.0,1.142,5.5410E-01,5.2723E+02
1.09E-06,1085.0,1.143,5.9330E-01,5.6349E+02
1.08E-06,1084.0,1.144,5.7852E-01,5.4844E+02
1.08E-06,1083.0,1.145,5.9814E-01,5.6600E+02
1.08E-06,1082.0,1.146,5.8940E-01,5.5670E+02
1.08E-06,1081.0,1.147,5.8083E-01,5.4759E+02
1.08E-06,1080.0,1.148,5.9722E-01,5.6200E+02
1.08E-06,1079.0,1.149,6.0474E-01,5.6802E+02
1.08E-06,1078.0,1.150,6.0321E-01,5.6553E+02
1.08E-06,1077.0,1.151,6.0434E-01,5.6554E+02
1.08E-06,1076.0,1.152,6.1471E-01,5.7418E+02
1.08E-06,1075.0,1.153,5.9252E-01,5.5242E+02
1.07E-06,1074.0,1.155,6.2158E-01,5.7844E+02
1.07E-06,1073.0,1.156,6.0363E-01,5.6069E+02
1.07E-06,1072.0,1.157,6.1536E-01,5.7052E+02
1.07E-06,1071.0,1.158,6.1661E-01,5.7061E+02
1.07E-06,1070.0,1.159,6.0469E-01,5.5854E+02
1.07E-06,1069.0,1.160,5.8626E-01,5.4050E+02
1.07E-06,1068.0,1.161,6.1944E-01,5.7003E+02
1.07E-06,1067.0,1.162,6.2032E-01,5.6977E+02
1.07E-06,1066.0,1.163,6.1713E-01,5.6578E+02
1.07E-06,1065.0,1.164,6.2913E-01,5.7570E+02
1.06E-06,1064.0,1.165,6.3196E-01,5.7720E+02
1.06E-06,1063.0,1.167,6.2239E-01,5.6739E+02
1.06E-06,1062.0,1.168,6.3266E-01,5.7567E+02
1.06E-06,1061.0,1.169,6.2121E-01,5.6419E+02
1.06E-06,1060.0,1.170,6.3585E-01,5.7639E+02
1.06E-06,1059.0,1.171,6.1875E-01,5.5984E+02
1.06E-06,1058.0,1.172,6.3818E-01,5.7633E+02
1.06E-06,1057.0,1.173,6.4482E-01,5.8122E+02
1.06E-06,1056.0,1.174,6.4641E-01,5.8155E+02
1.06E-06,1055.0,1.175,6.4847E-01,5.8230E+02
1.05E-06,1054.0,1.176,6.4646E-01,5.7940E+02
1.05E-06,1053.0,1.178,6.4919E-01,5.8074E+02
1.05E-06,1052.0,1.179,6.5118E-01,5.8141E+02
1.05E-06,1051.0,1.180,6.5521E-01,5.8390E+02
1.05E-06,1050.0,1.181,6.5463E-01,5.8227E+02
1.05E-06,1049.0,1.182,6.5896E-01,5.8501E+02
1.05E-06,1048.0,1.183,6.6274E-01,5.8724E+02
1.05E-06,1047.0,1.184,6.5694E-01,5.8100E+02
1.05E-06,1046.0,1.185,6.4714E-01,5.7124E+02
1.05E-06,1045.0,1.187,6.6452E-01,5.8546E+02
1.04E-06,1044.0,1.188,6.6833E-01,5.8769E+02
1.04E-06,1043.0,1.189,6.6525E-01,5.8386E+02
1.04E-06,1042.0,1.190,6.7200E-01,5.8865E+02
1.04E-06,1041.0,1.191,6.7176E-01,5.8731E+02
1.04E-06,1040.0,1.192,6.7170E-01,5.8613E+02
1.04E-06,1039.0,1.193,6.7636E-01,5.8906E+02
1.04E-06,1038.0,1.195,6.7172E-01,5.8390E+02
1.04E-06,1037.0,1.196,6.7497E-01,5.8559E+02
1.04E-06,1036.0,1.197,6.8202E-01,5.9057E+02
1.04E-06,1035.0,1.198,6.8234E-01,5.8971E+02
1.03E-06,1034.0,1.199,6.8015E-01,5.8668E+02
1.03E-06,1033.0,1.200,6.7613E-01,5.8208E+02
1.03E-06,1032.0,1.202,6.8787E-01,5.9104E+02
1.03E-06,1031.0,1.203,6.8736E-01,5.8946E+02
1.03E-06,1030.0,1.204,6.9055E-01,5.9105E+02
1.03E-06,1029.0,1.205,6.8628E-01,5.8625E+02
1.03E-06,1028.0,1.206,6.9385E-01,5.9157E+02
1.03E-06,1027.0,1.207,6.9305E-01,5.8974E+02
1.03E-06,1026.0,1.209,6.9636E-01,5.9140E+02
1.03E-06,1025.0,1.210,6.9753E-01,5.9124E+02
1.02E-06,1024.0,1.211,6.9058E-01,5.8421E+02
1.02E-06,1023.0,1.212,6.9508E-01,5.8687E+02
1.02E-06,1022.0,1.213,6.8970E-01,5.8119E+02
1.02E-06,1021.0,1.214,7.0175E-01,5.9018E+02
1.02E-06,1020.0,1.216,6.9896E-01,5.8669E+02
1.02E-06,1019.0,1.217,6.8878E-01,5.7701E+02
1.02E-06,1018.0,1.218,7.1422E-01,5.9715E+02
1.02E-06,1017.0,1.219,7.0337E-01,5.8692E+02
1.02E-06,1016.0,1.220,7.1129E-01,5.9236E+02
1.02E-06,1015.0,1.222,7.0817E-01,5.8860E+02
1.01E-06,1014.0,1.223,7.2068E-01,5.9782E+02
1.01E-06,1013.0,1.224,7.1761E-01,5.9410E+02
1.01E-06,1012.0,1.225,7.1877E-01,5.9389E+02
1.01E-06,1011.0,1.227,7.2278E-01,5.9602E+02
1.01E-06,1010.0,1.228,7.1914E-01,5.9185E+02
1.01E-06,1009.0,1.229,7.1972E-01,5.9115E+02
1.01E-06,1008.0,1.230,7.2685E-01,5.9583E+02
1.01E-06,1007.0,1.231,7.2753E-01,5.9520E+02
1.01E-06,1006.0,1.233,7.1252E-01,5.8176E+02
1.01E-06,1005.0,1.234,6.8174E-01,5.5553E+02
1.00E-06,1004.0,1.235,7.2336E-01,5.8827E+02
1.00E-06,1003.0,1.236,7.3442E-01,5.9607E+02
1.00E-06,1002.0,1.238,7.2805E-01,5.8973E+02
1.00E-06,1001.0,1.239,7.4442E-01,6.0178E+02
1.00E-06,1000.0,1.240,7.3532E-01,5.9324E+02
9.99E-07,999.0,1.241,7.3857E-01,5.9467E+02
9.98E-07,998.0,1.242,7.3887E-01,5.9372E+02
9.97E-07,997.0,1.244,7.3971E-01,5.9321E+02
9.96E-07,996.0,1.245,7.4884E-01,5.9932E+02
9.95E-07,995.0,1.246,7.5176E-01,6.0045E+02
9.94E-07,994.0,1.247,7.5410E-01,6.0111E+02
9.93E-07,993.0,1.249,7.3728E-01,5.8652E+02
9.92E-07,992.0,1.250,7.5102E-01,5.9625E+02
9.91E-07,991.0,1.251,7.5358E-01,5.9708E+02
9.90E-07,990.0,1.253,7.3227E-01,5.7902E+02
9.89E-07,989.0,1.254,7.4906E-01,5.9110E+02
9.88E-07,988.0,1.255,7.3462E-01,5.7854E+02
9.87E-07,987.0,1.256,7.3928E-01,5.8103E+02
9.86E-07,986.0,1.258,7.5083E-01,5.8891E+02
9.85E-07,985.0,1.259,6.8817E-01,5.3867E+02
9.84E-07,984.0,1.260,7.3732E-01,5.7597E+02
9.83E-07,983.0,1.261,6.6865E-01,5.2127E+02
9.82E-07,982.0,1.263,6.9218E-01,5.3851E+02
9.81E-07,981.0,1.264,7.1338E-01,5.5388E+02
9.80E-07,980.0,1.265,6.0468E-01,4.6852E+02
9.79E-07,979.0,1.267,6.3815E-01,4.9345E+02
9.78E-07,978.0,1.268,6.1509E-01,4.7465E+02
9.77E-07,977.0,1.269,6.3864E-01,4.9181E+02
9.76E-07,976.0,1.270,5.7191E-01,4.3952E+02
9.75E-07,975.0,1.272,5.8987E-01,4.5240E+02
9.74E-07,974.0,1.273,5.7529E-01,4.4031E+02
9.73E-07,973.0,1.274,6.0648E-01,4.6323E+02
9.72E-07,972.0,1.276,6.8765E-01,5.2415E+02
9.71E-07,971.0,1.277,7.1397E-01,5.4309E+02
9.70E-07,970.0,1.278,6.3461E-01,4.8173E+02
9.69E-07,969.0,1.280,6.8622E-01,5.1983E+02
9.68E-07,968.0,1.281,6.5210E-01,4.9297E+02
9.67E-07,967.0,1.282,5.0240E-01,3.7901E+02
9.66E-07,966.0,1.284,5.0275E-01,3.7849E+02
9.65E-07,965.0,1.285,5.0374E-01,3.7846E+02
9.64E-07,964.0,1.286,4.5860E-01,3.4383E+02
9.63E-07,963.0,1.288,5.0503E-01,3.7785E+02
9.62E-07,962.0,1.289,4.4174E-01,3.2981E+02
9.61E-07,961.0,1.290,4.6120E-01,3.4363E+02
9.60E-07,960.0,1.292,4.2066E-01,3.1277E+02
9.59E-07,959.0,1.293,3.7385E-01,2.7739E+02
9.58E-07,958.0,1.294,4.6101E-01,3.4135E+02
9.57E-07,957.0,1.296,2.7067E-01,1.9999E+02
9.56E-07,956.0,1.297,3.2821E-01,2.4200E+02
9.55E-07,955.0,1.298,3.4117E-01,2.5103E+02
9.54E-07,954.0,1.300,4.2411E-01,3.1141E+02
9.53E-07,953.0,1.301,3.4362E-01,2.5178E+02
9.52E-07,952.0,1.303,2.6891E-01,1.9662E+02
9.51E-07,951.0,1.304,4.8378E-01,3.5299E+02
9.50E-07,950.0,1.305,1.4726E-01,1.0722E+02
9.49E-07,949.0,1.307,4.9396E-01,3.5890E+02
9.48E-07,948.0,1.308,2.7423E-01,1.9883E+02
9.47E-07,947.0,1.309,3.7112E-01,2.6851E+02
9.46E-07,946.0,1.311,1.9461E-01,1.4051E+02
9.45E-07,945.0,1.312,3.6821E-01,2.6528E+02
9.44E-07,944.0,1.314,2.8579E-01,2.0547E+02
9.43E-07,943.0,1.315,2.7834E-01,1.9969E+02
9.42E-07,942.0,1.316,4.0532E-01,2.9017E+02
9.41E-07,941.0,1.318,3.7195E-01,2.6572E+02
9.40E-07,940.0,1.319,4.7181E-01,3.3634E+02
9.39E-07,939.0,1.321,3.9887E-01,2.8374E+02
9.38E-07,938.0,1.322,2.0058E-01,1.4238E+02
9.37E-07,937.0,1.323,1.6338E-01,1.1573E+02
9.36E-07,936.0,1.325,1.6142E-01,1.1409E+02
9.35E-07,935.0,1.326,2.5084E-01,1.7692E+02
9.34E-07,934.0,1.328,1.4380E-01,1.0121E+02
9.33E-07,933.0,1.329,2.4841E-01,1.7446E+02
9.32E-07,932.0,1.330,3.0086E-01,2.1084E+02
9.31E-07,931.0,1.332,4.0921E-01,2.8615E+02
9.30E-07,930.0,1.333,4.3210E-01,3.0151E+02
9.29E-07,929.0,1.335,5.5127E-01,3.8384E+02
9.28E-07,928.0,1.336,5.8968E-01,4.0970E+02
9.27E-07,927.0,1.338,7.8742E-01,5.4591E+02
9.26E-07,926.0,1.339,7.0331E-01,4.8654E+02
9.25E-07,925.0,1.341,7.1110E-01,4.9087E+02
9.24E-07,924.0,1.342,7.2150E-01,4.9697E+02
9.23E-07,923.0,1.343,7.4504E-01,5.1208E+02
9.22E-07,922.0,1.345,7.0026E-01,4.8026E+02
9.21E-07,921.0,1.346,7.8049E-01,5.3412E+02
9.20E-07,920.0,1.348,7.4414E-01,5.0814E+02
9.19E-07,919.0,1.349,7.3877E-01,5.0338E+02
9.18E-07,918.0,1.351,5.9271E-01,4.0298E+02
9.17E-07,917.0,1.352,7.3017E-01,4.9535E+02
9.16E-07,916.0,1.354,5.7646E-01,3.9022E+02
9.15E-07,915.0,1.355,6.7836E-01,4.5820E+02
9.14E-07,914.0,1.357,6.2649E-01,4.2224E+02
9.13E-07,913.0,1.358,6.2834E-01,4.2256E+02
9.12E-07,912.0,1.360,6.8893E-01,4.6229E+02
9.11E-07,911.0,1.361,6.6808E-01,4.4732E+02
9.10E-07,910.0,1.363,6.2467E-01,4.1734E+02
9.09E-07,909.0,1.364,7.0431E-01,4.6951E+02
9.08E-07,908.0,1.366,6.5217E-01,4.3380E+02
9.07E-07,907.0,1.367,6.3854E-01,4.2380E+02
9.06E-07,906.0,1.369,7.7558E-01,5.1361E+02
9.05E-07,905.0,1.370,8.1709E-01,5.3991E+02
9.04E-07,904.0,1.372,8.4457E-01,5.5683E+02
9.03E-07,903.0,1.373,6.8889E-01,4.5319E+02
9.02E-07,902.0,1.375,6.6791E-01,4.3841E+02
9.01E-07,901.0,1.376,5.9933E-01,3.9253E+02
9.00E-07,900.0,1.378,7.4260E-01,4.8528E+02
8.99E-07,899.0,1.379,5.4871E-01,3.5778E+02
8.98E-07,898.0,1.381,7.1780E-01,4.6699E+02
8.97E-07,897.0,1.382,6.6566E-01,4.3211E+02
8.96E-07,896.0,1.384,7.6253E-01,4.9389E+02
8.95E-07,895.0,1.385,8.1357E-01,5.2577E+02
8.94E-07,894.0,1.387,8.5130E-01,5.4892E+02
8.93E-07,893.0,1.389,8.7327E-01,5.6183E+02
8.92E-07,892.0,1.390,9.0881E-01,5.8339E+02
8.91E-07,891.0,1.392,9.2584E-01,5.9299E+02
8.90E-07,890.0,1.393,9.2393E-01,5.9044E+02
8.89E-07,889.0,1.395,9.3455E-01,5.9588E+02
8.88E-07,888.0,1.396,9.2228E-01,5.8674E+02
8.87E-07,887.0,1.398,9.1062E-01,5.7801E+02
8.86E-07,886.0,1.400,9.0752E-01,5.7475E+02
8.85E-07,885.0,1.401,9.4423E-01,5.9665E+02
8.84E-07,884.0,1.403,9.3305E-01,5.8825E+02
8.83E-07,883.0,1.404,9.2927E-01,5.8454E+02
8.82E-07,882.0,1.406,9.3245E-01,5.8522E+02
8.81E-07,881.0,1.407,9.0861E-01,5.6896E+02
8.80E-07,880.0,1.409,9.3957E-01,5.8701E+02
8.79E-07,879.0,1.411,9.3656E-01,5.8380E+02
8.78E-07,878.0,1.412,9.5237E-01,5.9231E+02
8.77E-07,877.0,1.414,9.5615E-01,5.9331E+02
8.76E-07,876.0,1.416,9.5277E-01,5.8986E+02
8.75E-07,875.0,1.417,9.2687E-01,5.7252E+02
8.74E-07,874.0,1.419,9.4042E-01,5.7956E+02
8.73E-07,873.0,1.420,9.5721E-01,5.8856E+02
8.72E-07,872.0,1.422,9.6686E-01,5.9313E+02
8.71E-07,871.0,1.424,9.5387E-01,5.8382E+02
8.70E-07,870.0,1.425,9.6755E-01,5.9083E+02
8.69E-07,869.0,1.427,9.4956E-01,5.7852E+02
8.68E-07,868.0,1.429,9.5920E-01,5.8304E+02
8.67E-07,867.0,1.430,9.1546E-01,5.5518E+02
8.66E-07,866.0,1.432,8.4900E-01,5.1368E+02
8.65E-07,865.0,1.434,9.6324E-01,5.8146E+02
8.64E-07,864.0,1.435,9.7916E-01,5.8970E+02
8.63E-07,863.0,1.437,1.0005E+00,6.0116E+02
8.62E-07,862.0,1.439,9.9449E-01,5.9617E+02
8.61E-07,861.0,1.440,9.8679E-01,5.9018E+02
8.60E-07,860.0,1.442,9.8816E-01,5.8963E+02
8.59E-07,859.0,1.444,9.9171E-01,5.9037E+02
8.58E-07,858.0,1.445,9.9196E-01,5.8914E+02
8.57E-07,857.0,1.447,9.9166E-01,5.8759E+02
8.56E-07,856.0,1.449,9.7317E-01,5.7529E+02
8.55E-07,855.0,1.450,9.1300E-01,5.3846E+02
8.54E-07,854.0,1.452,8.5112E-01,5.0079E+02
8.53E-07,853.0,1.454,9.6486E-01,5.6639E+02
8.52E-07,852.0,1.455,9.6927E-01,5.6765E+02
8.51E-07,851.0,1.457,9.7493E-01,5.6962E+02
8.50E-07,850.0,1.459,8.9372E-01,5.2095E+02
8.49E-07,849.0,1.461,9.8596E-01,5.7336E+02
8.48E-07,848.0,1.462,9.9217E-01,5.7561E+02
8.47E-07,847.0,1.464,9.9170E-01,5.7398E+02
8.46E-07,846.0,1.466,1.0187E+00,5.8822E+02
8.45E-07,845.0,1.467,1.0165E+00,5.8556E+02
8.44E-07,844.0,1.469,9.8631E-01,5.6683E+02
8.43E-07,843.0,1.471,1.0053E+00,5.7637E+02
8.42E-07,842.0,1.473,9.9703E-01,5.7028E+02
8.41E-07,841.0,1.474,1.0101E+00,5.7638E+02
8.40E-07,840.0,1.476,1.0157E+00,5.7820E+02
8.39E-07,839.0,1.478,1.0013E+00,5.6865E+02
8.38E-07,838.0,1.480,9.9901E-01,5.6599E+02
8.37E-07,837.0,1.481,1.0092E+00,5.7040E+02
8.36E-07,836.0,1.483,9.7234E-01,5.4826E+02
8.35E-07,835.0,1.485,1.0032E+00,5.6430E+02
8.34E-07,834.0,1.487,9.3412E-01,5.2419E+02
8.33E-07,833.0,1.489,9.5650E-01,5.3546E+02
8.32E-07,832.0,1.490,8.9426E-01,4.9942E+02
8.31E-07,831.0,1.492,9.2392E-01,5.1474E+02
8.30E-07,830.0,1.494,9.1601E-01,5.0911E+02
8.29E-07,829.0,1.496,9.2930E-01,5.1525E+02
8.28E-07,828.0,1.498,8.4979E-01,4.7003E+02
8.27E-07,827.0,1.499,9.8465E-01,5.4331E+02
